TestCode,CountAppearances,AverageMonthAppearing,StandardDeviationMonthAppearing,ColumnAppearingIn
-2849,327,1051,48.6052621724593,MAIN_CONDITION
L738,18,1343,58.9256760174853,MAIN_CONDITION
P288,38,1340,65.4429920332093,MAIN_CONDITION
-V6559,52,1067,62.9071474524421,MAIN_CONDITION
O039,3214,1308,76.4644493010683,MAIN_CONDITION
D642,13,1352,71.5450369186594,MAIN_CONDITION
-73319,64,1008,23.3249772452636,MAIN_CONDITION
R620,38,1265,88.2412838872871,MAIN_CONDITION
S398,80,1324,86.0734810819771,MAIN_CONDITION
L608,216,1266,78.7468824150825,MAIN_CONDITION
L121 D,14,1310,72.1456478624632,MAIN_CONDITION
-7262,49,1009,34.0633538400138,MAIN_CONDITION
C472,13,1231,42.3488261575572,MAIN_CONDITION
-2873,98,1113,27.0139252337154,MAIN_CONDITION
K220,613,1299,81.1457040219399,MAIN_CONDITION
G959,288,1277,67.9309872997634,MAIN_CONDITION
M4362,35,1308,69.8398768853528,MAIN_CONDITION
K627,269,1308,79.5735364660227,MAIN_CONDITION
S826,140,1274,83.9207647634297,MAIN_CONDITION
S509,148,1336,73.7365688562246,MAIN_CONDITION
J930,152,1310,77.0644709681754,MAIN_CONDITION
M0830,7,1274,70.64195434928,MAIN_CONDITION
M8909,27,1307,82.555359997928,MAIN_CONDITION
-74551,48,1095,56.2864381584705,MAIN_CONDITION
-8440,9,1067,50.7143416051564,MAIN_CONDITION
N361,68,1307,71.5579297732462,MAIN_CONDITION
T130,78,1311,81.8207565177456,MAIN_CONDITION
C261,17,1332,76.345335771857,MAIN_CONDITION
M508,16,1297,80.6254715748483,MAIN_CONDITION
M1096,512,1339,72.2471770993568,MAIN_CONDITION
S3670,12,1253,80.3886393300288,MAIN_CONDITION
E713,27,1290,98.2287289487306,MAIN_CONDITION
-0799,2538,1069,50.776054041287,MAIN_CONDITION
-8950,25,1048,56.351072157798,MAIN_CONDITION
-2682,44,1058,56.4627325687765,MAIN_CONDITION
-9451,32,1042,45.7240032784363,MAIN_CONDITION
-27651,69,1023,43.8454767473451,MAIN_CONDITION
M511,1485,1307,46.9150788026286,MAIN_CONDITION
I1100,14,1394,18.5248570755676,MAIN_CONDITION
K601,739,1296,78.3755699527516,MAIN_CONDITION
-2651,23,1093,41.168121517127,MAIN_CONDITION
I652 D,8,1383,18.0549755706604,MAIN_CONDITION
Q254,83,1303,69.2191535171798,MAIN_CONDITION
I453,216,1333,70.0240268842429,MAIN_CONDITION
-2461,6,1091,21.9977271553222,MAIN_CONDITION
E849,1805,1285,66.7982732758766,MAIN_CONDITION
-1532,86,1058,62.7811563911597,MAIN_CONDITION
M1300,35,1346,60.1064601737772,MAIN_CONDITION
M159,427,1211,62.9925907258122,MAIN_CONDITION
T170,15,1296,78.0483976834403,MAIN_CONDITION
-4413,400,1069,54.1552985950109,MAIN_CONDITION
-73016,30,1063,57.4089584102267,MAIN_CONDITION
M358,30,1350,51.9606504520711,MAIN_CONDITION
M5459,3728,1281,77.9837794436801,MAIN_CONDITION
-5360,6,1049,34.5060381189525,MAIN_CONDITION
-9651,559,1045,56.5507496438631,MAIN_CONDITION
D66X D,17,1312,61.362771334763,MAIN_CONDITION
-8793,10,1058,45.0777106783386,MAIN_CONDITION
M5449,72,1277,78.1778085995858,MAIN_CONDITION
E301,80,1254,57.4634225982827,MAIN_CONDITION
M0819,12,1330,1.88092498202126,MAIN_CONDITION
I4281,29,1424,2.85788167785815,MAIN_CONDITION
-7546,11,1096,39.6367597978525,MAIN_CONDITION
J920,61,1291,68.4132772401103,MAIN_CONDITION
-9963,396,1092,40.3424580814138,MAIN_CONDITION
S021,183,1284,78.9169679347792,MAIN_CONDITION
-5869,1111,1043,51.7717002166902,MAIN_CONDITION
-49309,85,1007,20.4277986572997,MAIN_CONDITION
F072,153,1321,79.3361701758836,MAIN_CONDITION
S069,267,1278,65.0862311238477,MAIN_CONDITION
M4312,10,1332,84.247584864822,MAIN_CONDITION
S912,30,1293,73.3426927151755,MAIN_CONDITION
H026,424,1273,72.409501181288,MAIN_CONDITION
S801,183,1290,80.7519764649544,MAIN_CONDITION
M6624,102,1293,82.2347999206943,MAIN_CONDITION
-6988,17,1065,47.7761323626076,MAIN_CONDITION
-8420,13,1063,55.9540791574573,MAIN_CONDITION
-35809,68,1003,20.2594670529085,MAIN_CONDITION
K069,12,1266,87.5703613205871,MAIN_CONDITION
A181 D,22,1242,45.8219072731299,MAIN_CONDITION
-8363,95,1050,41.7151112178707,MAIN_CONDITION
C940,24,1353,37.0144654449299,MAIN_CONDITION
C343 D,123,1325,61.7473149832188,MAIN_CONDITION
N833,6,1290,97.2942273039197,MAIN_CONDITION
-7840,3002,1063,54.4014344340616,MAIN_CONDITION
-7510,28,1098,35.9966194767855,MAIN_CONDITION
A492,71,1310,72.6890375301695,MAIN_CONDITION
T146,96,1264,59.7739565127915,MAIN_CONDITION
-9213,347,1041,45.4768128911446,MAIN_CONDITION
-49319,22,1011,34.1012307606921,MAIN_CONDITION
M713,24,1295,69.7940552262701,MAIN_CONDITION
H260,18,1257,78.7947611144608,MAIN_CONDITION
-1624,28,1100,50.4779668001299,MAIN_CONDITION
C500,354,1288,92.5170091209233,MAIN_CONDITION
M8408,36,1280,70.9041550711187,MAIN_CONDITION
Q763,57,1357,58.7111467003256,MAIN_CONDITION
F69X,12,1279,78.1199543825217,MAIN_CONDITION
R470,675,1316,74.0019138178776,MAIN_CONDITION
-3659,1441,1083,50.25115857607,MAIN_CONDITION
-9975,74,1069,43.8072077975387,MAIN_CONDITION
M242,89,1285,64.8318462174499,MAIN_CONDITION
F067,671,1360,45.8540665840279,MAIN_CONDITION
H252,7,1247,102.429534431283,MAIN_CONDITION
R688,419,1305,81.1163437365158,MAIN_CONDITION
R268,15227,1292,71.2389848767001,MAIN_CONDITION
-2590,6,1075,68.8866218264955,MAIN_CONDITION
O348,19,1224,28.773769731502,MAIN_CONDITION
M2187,9,1289,79.8797707669329,MAIN_CONDITION
M500 D,617,1337,73.5535637419719,MAIN_CONDITION
R779,13,1225,64.0453565241671,MAIN_CONDITION
-4253,7,1055,80.0779382256824,MAIN_CONDITION
M2426,96,1280,74.3861634700263,MAIN_CONDITION
T886,218,1297,78.5044142174272,MAIN_CONDITION
-2121,123,1079,52.9389263336992,MAIN_CONDITION
-5188,182,1075,53.1333047950244,MAIN_CONDITION
-7559,7,1012,33.1130818631581,MAIN_CONDITION
-4265,78,1053,48.8242258341598,MAIN_CONDITION
I7000,7,1399,12.8951818244552,MAIN_CONDITION
-6230,7,1093,38.6738499074849,MAIN_CONDITION
M8028,6,1268,72.4366389796406,MAIN_CONDITION
M0897,18,1348,74.4035103536196,MAIN_CONDITION
-7919,6,1052,52.8608235526709,MAIN_CONDITION
-7177,224,1073,41.3962119101026,MAIN_CONDITION
A165,17,1251,67.5732173711035,MAIN_CONDITION
-2871,27,1094,28.9469009899691,MAIN_CONDITION
M100,31,1317,70.0149446412568,MAIN_CONDITION
N322,32,1326,88.2876473203066,MAIN_CONDITION
-2111,150,1086,51.0222989369774,MAIN_CONDITION
A421,6,1413,10.7408876107513,MAIN_CONDITION
-71659,33,1000,15.7465724986293,MAIN_CONDITION
R935,114,1316,63.8429052458073,MAIN_CONDITION
-4731,18,1053,58.8605586065675,MAIN_CONDITION
M6214,16,1286,90.9574992327002,MAIN_CONDITION
E725,19,1326,79.3895569605097,MAIN_CONDITION
-5325,546,1052,53.2652951666184,MAIN_CONDITION
C491,272,1288,75.4284714723871,MAIN_CONDITION
T290,136,1274,76.9507269561828,MAIN_CONDITION
T286,8,1350,36.6077177655204,MAIN_CONDITION
-7847,2757,1065,53.8227071987625,MAIN_CONDITION
G903,75,1279,69.9593652972403,MAIN_CONDITION
-2189,2052,1066,53.6622651801919,MAIN_CONDITION
-7388,7,1090,66.1610588963459,MAIN_CONDITION
R234,60,1303,87.9751441527698,MAIN_CONDITION
-1970,90,1082,52.9537345472149,MAIN_CONDITION
M0093,110,1295,78.4994536298409,MAIN_CONDITION
T407,83,1272,87.4306458697557,MAIN_CONDITION
G600,92,1334,74.644744705089,MAIN_CONDITION
C384,99,1292,79.3408372788647,MAIN_CONDITION
-5201,201,1067,51.3413815813969,MAIN_CONDITION
T921,7,1159,2.85356919361071,MAIN_CONDITION
Q320,23,1345,76.1537346710433,MAIN_CONDITION
G579,14,1301,82.2413026899,MAIN_CONDITION
K640,13,1408,13.2718132009534,MAIN_CONDITION
J060,19,1314,77.4129581005096,MAIN_CONDITION
-2941,13,1098,72.5633233626729,MAIN_CONDITION
-0071,82,1049,44.9386965750515,MAIN_CONDITION
M8695,159,1331,83.2414605417559,MAIN_CONDITION
I822,93,1302,80.5987861516898,MAIN_CONDITION
F132,6,1353,70.2834736383084,MAIN_CONDITION
A178 D,11,1271,95.273100276855,MAIN_CONDITION
R611,7,1229,41.5652098114116,MAIN_CONDITION
D510,272,1247,65.8492770856806,MAIN_CONDITION
M7046,188,1296,70.1465105254766,MAIN_CONDITION
-9556,18,1037,56.7154634191562,MAIN_CONDITION
H401,704,1305,83.0649285757115,MAIN_CONDITION
A395 D,10,1333,97.305932216101,MAIN_CONDITION
M2431,6,1287,112.059656730988,MAIN_CONDITION
H518,19,1308,80.1438399861109,MAIN_CONDITION
-74693,23,1100,44.7657053942698,MAIN_CONDITION
M7255,56,1287,56.2961297140319,MAIN_CONDITION
N488,1007,1265,86.6177899914108,MAIN_CONDITION
I724,648,1320,75.2718257974866,MAIN_CONDITION
D0709,69,1045,56.1709271823823,MAIN_CONDITION
-72749,750,1002,16.9627204009306,MAIN_CONDITION
-4465,293,1066,54.2474079202999,MAIN_CONDITION
M8195,20,1294,75.8210323549371,MAIN_CONDITION
-6168,20,1076,54.5319558655865,MAIN_CONDITION
S3631,13,1329,71.5621479948793,MAIN_CONDITION
D219,39,1271,63.8766840813668,MAIN_CONDITION
-6909,47,1047,60.0437629484549,MAIN_CONDITION
-9409,52,1037,57.2250327571532,MAIN_CONDITION
M0299,12,1318,101.199023830482,MAIN_CONDITION
-9870,8,1067,53.4186631377889,MAIN_CONDITION
-73025,26,1075,55.2173885655597,MAIN_CONDITION
L728,79,1320,75.4048039126123,MAIN_CONDITION
-0531,10,1045,51.4738336978659,MAIN_CONDITION
D237,598,1248,77.0191014967892,MAIN_CONDITION
-9441,9,1054,37.1621820911764,MAIN_CONDITION
C796,158,1289,70.1675058419379,MAIN_CONDITION
-3331,17,1099,43.8997856084811,MAIN_CONDITION
-1541,2696,1073,55.0309952073843,MAIN_CONDITION
-3468,60,1093,52.1054883952163,MAIN_CONDITION
-2892,521,1063,52.365330500975,MAIN_CONDITION
Q248,53,1347,54.8375354801132,MAIN_CONDITION
S328,80,1262,66.6113978443991,MAIN_CONDITION
D333,315,1298,82.4944054070689,MAIN_CONDITION
I712,379,1316,78.5956163931776,MAIN_CONDITION
-9228,15,1035,45.3665494557802,MAIN_CONDITION
D032,24,1288,80.8788232973942,MAIN_CONDITION
-3785,21,1035,48.8918631851392,MAIN_CONDITION
H619,40,1278,77.9979618405641,MAIN_CONDITION
M8986,47,1259,73.1950810436847,MAIN_CONDITION
L818,173,1226,63.2280740921922,MAIN_CONDITION
T784,1205,1332,65.0153614011711,MAIN_CONDITION
R932,211,1293,61.7523157396555,MAIN_CONDITION
-75539,22,1013,15.4479996323352,MAIN_CONDITION
-57159,98,1003,27.8102887568707,MAIN_CONDITION
I484,14,1412,9.33532814894006,MAIN_CONDITION
-1459,74,1089,49.622163659494,MAIN_CONDITION
T484,26,1202,50.5979628656522,MAIN_CONDITION
T861 D,15,1296,49.1007710151848,MAIN_CONDITION
Z538,19482,1301,79.3709593860359,MAIN_CONDITION
T469,8,1255,70.3780607048207,MAIN_CONDITION
Q311,93,1316,83.402902704421,MAIN_CONDITION
-2109,12,1072,49.0604914180628,MAIN_CONDITION
A4102,64,1294,13.7754094226598,MAIN_CONDITION
M2557,755,1299,77.5172751249943,MAIN_CONDITION
I212,1070,1233,46.8727292966817,MAIN_CONDITION
T363,30,1248,63.0356221129967,MAIN_CONDITION
K501 D,8,1233,64.5366728523957,MAIN_CONDITION
C322,60,1291,83.7265710546242,MAIN_CONDITION
S831,72,1296,73.164807156582,MAIN_CONDITION
K598,193,1323,78.732140146546,MAIN_CONDITION
C924,514,1341,53.8234130864045,MAIN_CONDITION
M1304,7,1347,49.8726950774245,MAIN_CONDITION
G243,21,1250,61.8015256399755,MAIN_CONDITION
M8567,20,1333,76.0488070427905,MAIN_CONDITION
I491,44,1334,77.4006728969768,MAIN_CONDITION
N358,89,1297,78.3001039713251,MAIN_CONDITION
L530,44,1325,68.1856492933518,MAIN_CONDITION
T378,55,1268,81.144104262514,MAIN_CONDITION
O008,27,1323,83.665815366664,MAIN_CONDITION
J90X,7441,1305,74.0916512945387,MAIN_CONDITION
O049,34085,1289,71.9824793300351,MAIN_CONDITION
E858,29,1330,55.8540056821247,MAIN_CONDITION
B201,9,1203,55.4153508615709,MAIN_CONDITION
K267,402,1283,78.44602198348,MAIN_CONDITION
I426,82,1259,59.5709504128683,MAIN_CONDITION
N998,102,1270,75.3377440240042,MAIN_CONDITION
D071,564,1315,71.1418009289296,MAIN_CONDITION
-9420,417,1038,52.0749256449406,MAIN_CONDITION
N806,74,1328,77.3594580256346,MAIN_CONDITION
S667,81,1292,80.0904600443992,MAIN_CONDITION
-7198,95,1084,25.6522440729826,MAIN_CONDITION
M4204,56,1352,46.7581752001918,MAIN_CONDITION
A408,204,1344,76.8630986653779,MAIN_CONDITION
-9832,33,1038,52.5255529444584,MAIN_CONDITION
-72989,171,1005,24.7009537731465,MAIN_CONDITION
J353,913,1270,77.4576644409953,MAIN_CONDITION
Q391,138,1282,73.5578868703376,MAIN_CONDITION
M7793,23,1327,43.6024077371242,MAIN_CONDITION
I861,502,1277,75.0700785910633,MAIN_CONDITION
M8411,345,1301,75.4914030733605,MAIN_CONDITION
S430,1917,1300,83.0810930186928,MAIN_CONDITION
-4272,52,1045,58.3416111342799,MAIN_CONDITION
S290,14,1354,61.2161097090641,MAIN_CONDITION
N857,40,1289,89.4022564678231,MAIN_CONDITION
S0620,621,1296,75.2171666568723,MAIN_CONDITION
-3009,31,1035,53.2937689270668,MAIN_CONDITION
S308,556,1321,73.4774704091151,MAIN_CONDITION
K070,124,1320,75.9218440875306,MAIN_CONDITION
I368,12,1292,46.3906338509285,MAIN_CONDITION
-78348,7,1067,62.8315965403518,MAIN_CONDITION
M354,6,1396,24.1219125831015,MAIN_CONDITION
-8230,2477,1047,53.927747520484,MAIN_CONDITION
B449 D,31,1308,63.0882808673351,MAIN_CONDITION
Z115,17,1334,42.6114455764832,MAIN_CONDITION
-3621,60,1056,61.3386450659869,MAIN_CONDITION
-4422,11,1077,34.6562338613776,MAIN_CONDITION
M8992,25,1265,71.7261458604878,MAIN_CONDITION
N26X,139,1299,84.7049070619111,MAIN_CONDITION
-58889,6,981,20.5174722289712,MAIN_CONDITION
S961,42,1311,68.9494462081029,MAIN_CONDITION
T460,156,1276,79.6729564121819,MAIN_CONDITION
-8028,119,1050,53.6944557046874,MAIN_CONDITION
-2819,157,1053,53.5806022802589,MAIN_CONDITION
K621,1886,1248,61.7640114893957,MAIN_CONDITION
-8832,624,1074,53.2327045126598,MAIN_CONDITION
-9882,61,1051,53.3391970820264,MAIN_CONDITION
-5344,9,1013,47.8983298247444,MAIN_CONDITION
K851,1718,1393,19.9040509736025,MAIN_CONDITION
T833,172,1336,67.7520988547562,MAIN_CONDITION
C169 D,280,1292,64.5541164277903,MAIN_CONDITION
S869,71,1276,75.7573777376843,MAIN_CONDITION
M674,3681,1285,77.809548946602,MAIN_CONDITION
R930,40,1332,81.6507218866774,MAIN_CONDITION
D464,378,1300,70.5776586470709,MAIN_CONDITION
R001,2600,1307,75.4323515088636,MAIN_CONDITION
K741 D,6,1319,73.621781197325,MAIN_CONDITION
D038,16,1338,55.4975975455995,MAIN_CONDITION
N730,173,1307,80.2227520400862,MAIN_CONDITION
M844,80,1232,61.7067585490678,MAIN_CONDITION
-7322,40,1068,57.5528686714027,MAIN_CONDITION
I400,117,1308,84.7766217586965,MAIN_CONDITION
-2864,53,1074,58.5131756713036,MAIN_CONDITION
M339,36,1374,34.1884019134708,MAIN_CONDITION
-7596,39,1101,26.6505602506489,MAIN_CONDITION
Q518,10,1300,46.0048306642296,MAIN_CONDITION
T422,10,1301,73.9030145227878,MAIN_CONDITION
-1520,27,1094,51.7057751076921,MAIN_CONDITION
B179,86,1392,19.3172661509309,MAIN_CONDITION
T494,10,1239,59.9218008926816,MAIN_CONDITION
K921,4953,1299,79.7554020109827,MAIN_CONDITION
N893,9,1265,86.7971773734607,MAIN_CONDITION
D233,1359,1251,76.1375078294988,MAIN_CONDITION
-8912,50,1046,50.520656514874,MAIN_CONDITION
-71439,24,1032,47.9215655970807,MAIN_CONDITION
-5322,40,1084,49.7465306096048,MAIN_CONDITION
H813,29,1349,80.5523420078882,MAIN_CONDITION
-3740,783,1061,52.5083466334513,MAIN_CONDITION
-9678,862,1053,53.7131832249245,MAIN_CONDITION
-71697,17,1087,60.5320163219432,MAIN_CONDITION
S900,18,1336,82.2751838791804,MAIN_CONDITION
Q673,36,1297,62.5436165268203,MAIN_CONDITION
-7332,57,1086,34.8584409039714,MAIN_CONDITION
S9201,23,1294,73.4782643777627,MAIN_CONDITION
R630,744,1281,81.9704327960791,MAIN_CONDITION
-2530,87,1046,56.7397087312978,MAIN_CONDITION
S5281,13,1287,80.3243425120928,MAIN_CONDITION
-75348,6,1019,45.5532655250971,MAIN_CONDITION
Q782,9,1259,64.9495530734777,MAIN_CONDITION
Z005,205,1322,89.7990402128377,MAIN_CONDITION
N63X,498,1231,60.9667338781936,MAIN_CONDITION
-7210,490,1068,51.1217349158897,MAIN_CONDITION
-6983,66,1084,46.1242393383938,MAIN_CONDITION
-9757,106,1063,53.5638546308142,MAIN_CONDITION
G259,133,1328,61.9101411161655,MAIN_CONDITION
S611,1112,1308,74.5830538708576,MAIN_CONDITION
M754,3920,1335,57.3216455845894,MAIN_CONDITION
K315,189,1292,78.4929750676888,MAIN_CONDITION
K802,10611,1286,78.2783902626254,MAIN_CONDITION
-5306,26,1051,65.3430827367244,MAIN_CONDITION
O010,49,1339,64.8991302626125,MAIN_CONDITION
-0940,6,1040,75.3642267038321,MAIN_CONDITION
Q371,7,1228,66.5793475772284,MAIN_CONDITION
-6236,16,1081,39.6465635333001,MAIN_CONDITION
Q231,114,1336,58.0357679784649,MAIN_CONDITION
D123,890,1268,57.7180661563566,MAIN_CONDITION
J151,343,1314,62.0706472211262,MAIN_CONDITION
-6184,531,1076,55.1607321473677,MAIN_CONDITION
-7269,433,1075,50.9639210755022,MAIN_CONDITION
D803,175,1283,64.7834852964808,MAIN_CONDITION
S6251,125,1306,90.048708683045,MAIN_CONDITION
-5832,8,1083,27.9578764777094,MAIN_CONDITION
-71538,23,1035,72.1357416083826,MAIN_CONDITION
Q773,9,1335,72.3045257535412,MAIN_CONDITION
-5744,101,1101,59.2653355681042,MAIN_CONDITION
Q890,8,1317,117.033496426084,MAIN_CONDITION
N482,345,1329,67.2313615991375,MAIN_CONDITION
-8411,19,1072,47.6669120347012,MAIN_CONDITION
C130,80,1274,58.9961380413792,MAIN_CONDITION
-5530,502,1066,51.4120171689434,MAIN_CONDITION
M2383,81,1290,86.4520258743403,MAIN_CONDITION
K529,25294,1264,63.0990407425819,MAIN_CONDITION
-7380,379,1066,52.4026070519206,MAIN_CONDITION
I859,1771,1249,58.9257404163989,MAIN_CONDITION
B441 D,164,1325,74.0104783984255,MAIN_CONDITION
N700,95,1318,86.4205543030542,MAIN_CONDITION
-7775,10,1080,46.881055164462,MAIN_CONDITION
Q699,54,1276,69.3390403432524,MAIN_CONDITION
-7279,30,1103,33.8442001686779,MAIN_CONDITION
M2137,68,1344,83.5975598885231,MAIN_CONDITION
Q100,87,1274,69.4102721945862,MAIN_CONDITION
M2456,70,1262,74.3516851516237,MAIN_CONDITION
-3454,115,1066,55.6306702472536,MAIN_CONDITION
K035,14,1257,63.3884327507258,MAIN_CONDITION
T269,19,1239,57.954055204273,MAIN_CONDITION
M248,88,1215,51.6341320694584,MAIN_CONDITION
-75028,29,1000,17.6485950263444,MAIN_CONDITION
M321 D,160,1307,79.2949253156705,MAIN_CONDITION
Z857,149,1347,36.4783529506515,MAIN_CONDITION
-75158,10,1107,29.8663690461362,MAIN_CONDITION
M0603,16,1232,50.3867955586249,MAIN_CONDITION
I081,245,1375,55.6597096532903,MAIN_CONDITION
-3712,41,1070,50.4723300191395,MAIN_CONDITION
K860,1210,1282,68.8086801151346,MAIN_CONDITION
-56400,88,1088,37.9840201785392,MAIN_CONDITION
I358,213,1302,84.6218833465125,MAIN_CONDITION
O901,12,1225,29.4251747503886,MAIN_CONDITION
-9779,865,1054,53.9050536740627,MAIN_CONDITION
Q873,27,1312,75.4818896790203,MAIN_CONDITION
B378,329,1292,80.3326143897214,MAIN_CONDITION
M864,7,1191,17.0461558297323,MAIN_CONDITION
B589,15,1284,70.1989010902992,MAIN_CONDITION
D177,242,1279,84.0119990254228,MAIN_CONDITION
-5760,14,1068,65.9316995912357,MAIN_CONDITION
N005,6,1314,63.9531078212779,MAIN_CONDITION
C179,407,1289,84.0064990186336,MAIN_CONDITION
-4341,65,1033,53.6399678770052,MAIN_CONDITION
-71949,1381,1003,16.3128315497651,MAIN_CONDITION
-9592,183,1052,52.9692985814012,MAIN_CONDITION
G310 D,13,1345,74.9156790956272,MAIN_CONDITION
C673,130,1279,79.0432065599551,MAIN_CONDITION
-7369,45,1073,61.1972304120136,MAIN_CONDITION
F410,423,1308,77.6492107528112,MAIN_CONDITION
K628,2412,1274,77.8432068876258,MAIN_CONDITION
-5184,274,1066,50.3067896106844,MAIN_CONDITION
-72781,7,1120,25.6236497902137,MAIN_CONDITION
M6287,13,1309,102.216148556092,MAIN_CONDITION
Q792,46,1308,89.2427536673185,MAIN_CONDITION
M119,9,1361,88.6530377996773,MAIN_CONDITION
I309,784,1337,69.6731755356016,MAIN_CONDITION
I2290,630,1351,18.162478637348,MAIN_CONDITION
M0005,29,1333,75.6557539348347,MAIN_CONDITION
S056,113,1266,71.3497411085551,MAIN_CONDITION
-2767,47,1087,48.4378159773042,MAIN_CONDITION
-8020,2932,1053,52.8851733822676,MAIN_CONDITION
-8796,22,1063,55.4235169739903,MAIN_CONDITION
D699,7,1219,46.2745430375421,MAIN_CONDITION
M5327,6,1211,50.732303975542,MAIN_CONDITION
I2131,9,1357,14.9749791318719,MAIN_CONDITION
N008,7,1245,101.760690324104,MAIN_CONDITION
G060,334,1330,70.1056162669065,MAIN_CONDITION
M7953,45,1281,81.4462517197204,MAIN_CONDITION
H261,43,1281,90.025682320646,MAIN_CONDITION
F819,29,1281,67.7268674266614,MAIN_CONDITION
M6594,122,1300,78.6000032233234,MAIN_CONDITION
J985,84,1311,78.2440345607821,MAIN_CONDITION
-7171,285,1110,39.4329124417933,MAIN_CONDITION
-5283,49,1083,54.1121756263822,MAIN_CONDITION
-1892,100,1069,54.5396862269791,MAIN_CONDITION
E115 D,71,1356,67.4059744559348,MAIN_CONDITION
D0543,37,1059,55.4753279576795,MAIN_CONDITION
C55X,663,1271,76.1375013845176,MAIN_CONDITION
K613,678,1300,81.7796923283756,MAIN_CONDITION
M224,163,1267,70.5017125977047,MAIN_CONDITION
S379,8,1268,52.6414760431354,MAIN_CONDITION
G513,73,1324,75.7732463037142,MAIN_CONDITION
I879,24,1251,50.5366669869021,MAIN_CONDITION
J959,18,1254,72.1772735944592,MAIN_CONDITION
G588,157,1294,82.558208250114,MAIN_CONDITION
M230,29,1292,84.2148320133366,MAIN_CONDITION
C442,1639,1298,82.1931527166733,MAIN_CONDITION
-71836,35,1049,53.8450937193637,MAIN_CONDITION
M103,8,1301,79.3418237753582,MAIN_CONDITION
-3732,112,1058,56.2016931140008,MAIN_CONDITION
K604,57,1314,62.999089980299,MAIN_CONDITION
-4823,35,1097,40.6727046993803,MAIN_CONDITION
-9738,9,1025,65.6201188660917,MAIN_CONDITION
-7191,45,1098,29.4298000556096,MAIN_CONDITION
S968,16,1307,73.4297850557479,MAIN_CONDITION
-7078,47,1057,55.5821599367794,MAIN_CONDITION
-5326,54,1064,55.0907167495361,MAIN_CONDITION
M664,26,1264,83.8837382241722,MAIN_CONDITION
C800,451,1391,20.3341431750839,MAIN_CONDITION
N830,289,1288,85.9830588492497,MAIN_CONDITION
G561,57,1314,75.0793106135478,MAIN_CONDITION
M8401,71,1299,86.3267434798688,MAIN_CONDITION
T528,137,1272,79.9709492659188,MAIN_CONDITION
-4551,30,1061,53.0478963800142,MAIN_CONDITION
S4270,68,1347,74.551188582422,MAIN_CONDITION
C501,516,1300,62.8977088966755,MAIN_CONDITION
K565,3762,1321,73.7575822146742,MAIN_CONDITION
C159,9951,1286,72.1645347399472,MAIN_CONDITION
-7841,51,1062,50.2678082774613,MAIN_CONDITION
N183 D,17,1398,19.7232693268942,MAIN_CONDITION
-1943,62,1058,58.0707572737238,MAIN_CONDITION
B005 D,136,1319,71.1722204748473,MAIN_CONDITION
K644,192,1410,10.500964750415,MAIN_CONDITION
-5692,289,1064,52.6800985802822,MAIN_CONDITION
N499,28,1263,72.1767378140733,MAIN_CONDITION
Q623,78,1265,82.5965091071241,MAIN_CONDITION
S024,332,1256,64.1598855146767,MAIN_CONDITION
A047,2495,1318,63.5541098218819,MAIN_CONDITION
K290,602,1266,72.1936934814933,MAIN_CONDITION
M1390,49,1333,70.6208798689832,MAIN_CONDITION
R748,26,1303,101.073507142841,MAIN_CONDITION
P928,94,1326,73.7551932337017,MAIN_CONDITION
L210,7,1348,60.9558778758791,MAIN_CONDITION
I847,387,1280,64.7506465020726,MAIN_CONDITION
-8786,16,1049,56.9736415663711,MAIN_CONDITION
B250 D,7,1354,62.6311956349762,MAIN_CONDITION
Z900,10,1303,13.9717969893262,MAIN_CONDITION
C817,293,1393,32.7258556201255,MAIN_CONDITION
K118,121,1299,74.6890569906983,MAIN_CONDITION
S649,22,1288,72.4619768929754,MAIN_CONDITION
O020,342,1284,81.1650427286042,MAIN_CONDITION
T401,1275,1312,71.800286636475,MAIN_CONDITION
-7891,117,1050,52.1175981011233,MAIN_CONDITION
-9309,53,1051,60.4945750785407,MAIN_CONDITION
R943,54,1305,69.66527989552,MAIN_CONDITION
J22X D,27,1375,55.4466710753066,MAIN_CONDITION
-74339,9,1000,16.1941347407016,MAIN_CONDITION
-71407,97,1075,38.950691359568,MAIN_CONDITION
S5241,83,1295,85.9926891082989,MAIN_CONDITION
N138,521,1275,62.5089927090224,MAIN_CONDITION
M765,32,1312,65.9967924440516,MAIN_CONDITION
J680,10,1327,49.244176192609,MAIN_CONDITION
S598,7,1327,81.0220428560742,MAIN_CONDITION
K412,18,1318,66.9655310808566,MAIN_CONDITION
M6647,21,1322,83.7946753621479,MAIN_CONDITION
K759,335,1284,71.8312770465729,MAIN_CONDITION
M8563,6,1278,77.2444172740011,MAIN_CONDITION
I254,44,1318,92.2303709844217,MAIN_CONDITION
R579,22,1279,102.194365361737,MAIN_CONDITION
-7832,881,1068,52.3042714063299,MAIN_CONDITION
-5299,11,1028,52.4958872847975,MAIN_CONDITION
P838,7,1339,107.197414680979,MAIN_CONDITION
-5859,3488,1080,47.6014538464087,MAIN_CONDITION
M7669,6,1387,69.8562810347073,MAIN_CONDITION
M0894,6,1343,35.6468792462959,MAIN_CONDITION
-8726,14,1028,47.4485261874661,MAIN_CONDITION
-5259,189,1051,56.8665069900238,MAIN_CONDITION
K811,2840,1316,78.3135268261077,MAIN_CONDITION
T08X,88,1256,68.2157741987131,MAIN_CONDITION
-7195,49,1094,38.679764084852,MAIN_CONDITION
